	4112_bc1008--bc1075	4170_bc1005--bc1096	4285_bc1022--bc1107	4296_bc1022--bc1060
4112_bc1008--bc1075	0	0.005413622176350378	0.00961399679071305	0.02655299189346272
4170_bc1005--bc1096	0.005413622176350378	0	0.006005336773088212	0.02384144661173051
4285_bc1022--bc1107	0.00961399679071305	0.006005336773088212	0	0.019145792845574
4296_bc1022--bc1060	0.02655299189346272	0.02384144661173051	0.019145792845574	0
