	4112_bc1008--bc1075	4170_bc1005--bc1096	4285_bc1022--bc1107	4296_bc1022--bc1060
4112_bc1008--bc1075	0.0	0.029120786987870996	0.031971382259236486	0.08143759432116707
4170_bc1005--bc1096	0.029120786987870996	0.0	0.02358727851992622	0.07758090660108434
4285_bc1022--bc1107	0.031971382259236486	0.02358727851992622	0.0	0.07003521323570511
4296_bc1022--bc1060	0.08143759432116707	0.07758090660108434	0.07003521323570511	0.0
